# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.336167428642511368e-03 5.084082018584012985e-03 1.924927346408367157e-02 9.995983839035034180e-01 6.891782395541667938e-04 6.247886657714843750e+00 5.331507492065429688e+01 7.293832397460937500e+01 3.085647888183593750e+02 3.336167428642511368e-03 5.084081552922725677e-03 1.924927346408367157e-02 9.995983839035034180e-01 6.891782395541667938e-04 6.247886657714843750e+00 5.331507492065429688e+01 7.293832397460937500e+01 3.085647888183593750e+02
1.000000000000000000e+01 1.266962885856628418e-01 1.753568887710571289e+00 1.366844415664672852e+00 7.990604639053344727e-02 2.106090541929006577e-04 1.953452527523040771e-01 1.797423124313354492e+00 1.478948879241943359e+01 9.971428871154785156e+00 1.266962885856628418e-01 1.753568887710571289e+00 1.366844415664672852e+00 7.990604639053344727e-02 2.106090541929006577e-04 1.953452527523040771e-01 1.797423124313354492e+00 1.478948879241943359e+01 9.971428871154785156e+00
2.000000000000000000e+01 2.351597249507904053e-01 5.710437893867492676e-01 5.850235223770141602e-01 7.799240946769714355e-02 3.587106987833976746e-02 2.015158683061599731e-01 1.576987266540527344e+00 1.220482444763183594e+01 8.939761161804199219e+00 2.351597249507904053e-01 5.710437893867492676e-01 5.850235223770141602e-01 7.799240946769714355e-02 3.587106987833976746e-02 2.015158683061599731e-01 1.576987266540527344e+00 1.220482444763183594e+01 8.939761161804199219e+00
3.000000000000000000e+01 3.416937291622161865e-01 7.278301715850830078e-01 2.538820028305053711e+00 2.235455811023712158e-02 8.920808136463165283e-02 9.032969363033771515e-03 1.157050013542175293e+00 8.306980133056640625e+00 4.413517951965332031e+00 3.416937291622161865e-01 7.278301715850830078e-01 2.538820028305053711e+00 2.235455811023712158e-02 8.920808136463165283e-02 9.032969363033771515e-03 1.157050013542175293e+00 8.306980133056640625e+00 4.413517951965332031e+00
4.000000000000000000e+01 2.812831401824951172e-01 8.900022506713867188e-01 2.698153495788574219e+00 2.166509511880576611e-04 7.257914170622825623e-03 8.349114796146750450e-05 2.229473292827606201e-01 6.003528594970703125e+00 2.569961071014404297e+00 2.812831401824951172e-01 8.900022506713867188e-01 2.698153495788574219e+00 2.166509511880576611e-04 7.257914170622825623e-03 8.349114796146750450e-05 2.229473292827606201e-01 6.003528594970703125e+00 2.569961071014404297e+00
5.000000000000000000e+01 2.307591140270233154e-01 9.312357902526855469e-01 1.611117720603942871e+00 4.777556285262107849e-03 1.134399045258760452e-02 1.065768519765697420e-04 1.713226735591888428e-01 6.689374923706054688e+00 2.191330909729003906e+00 2.307591140270233154e-01 9.312357902526855469e-01 1.611117720603942871e+00 4.777556285262107849e-03 1.134399045258760452e-02 1.065768519765697420e-04 1.713226735591888428e-01 6.689374923706054688e+00 2.191330909729003906e+00
6.000000000000000000e+01 3.072142004966735840e-01 1.051855206489562988e+00 2.043322324752807617e+00 1.604053541086614132e-03 1.208537071943283081e-02 3.410393837839365005e-04 1.651931256055831909e-01 4.537568092346191406e+00 1.655717968940734863e+00 3.072142004966735840e-01 1.051855206489562988e+00 2.043322324752807617e+00 1.604053541086614132e-03 1.208537071943283081e-02 3.410393837839365005e-04 1.651931256055831909e-01 4.537568092346191406e+00 1.655717968940734863e+00
7.000000000000000000e+01 1.671592444181442261e-01 1.019215345382690430e+00 1.970328450202941895e+00 2.579807478468865156e-04 9.488117881119251251e-03 1.809850655263289809e-04 1.804749667644500732e-01 3.734909772872924805e+00 1.345958709716796875e+00 1.671592444181442261e-01 1.019215345382690430e+00 1.970328450202941895e+00 2.579807478468865156e-04 9.488117881119251251e-03 1.809850655263289809e-04 1.804749667644500732e-01 3.734909772872924805e+00 1.345958709716796875e+00
8.000000000000000000e+01 1.846466511487960815e-01 4.717990458011627197e-01 1.415705084800720215e+00 4.421182384248822927e-04 5.087706260383129120e-03 1.011494663543999195e-03 1.368815600872039795e-01 3.141523599624633789e+00 1.672443032264709473e+00 1.846466511487960815e-01 4.717990458011627197e-01 1.415705084800720215e+00 4.421182384248822927e-04 5.087706260383129120e-03 1.011494663543999195e-03 1.368815600872039795e-01 3.141523599624633789e+00 1.672443032264709473e+00
9.000000000000000000e+01 2.164913266897201538e-01 3.675296902656555176e-01 1.483110427856445312e+00 1.818119315430521965e-03 1.864329678937792778e-03 4.985837265849113464e-03 1.961360722780227661e-01 2.685838699340820312e+00 1.372897148132324219e+00 2.164913266897201538e-01 3.675296902656555176e-01 1.483110427856445312e+00 1.818119315430521965e-03 1.864329678937792778e-03 4.985837265849113464e-03 1.961360722780227661e-01 2.685838699340820312e+00 1.372897148132324219e+00
1.000000000000000000e+02 2.106898576021194458e-01 3.118804395198822021e-01 1.134824395179748535e+00 1.631211838684976101e-03 3.537655866239219904e-04 3.847630694508552551e-03 1.896133720874786377e-01 2.245253801345825195e+00 1.155686020851135254e+00 2.106898576021194458e-01 3.118804395198822021e-01 1.134824395179748535e+00 1.631211838684976101e-03 3.537655866239219904e-04 3.847630694508552551e-03 1.896133720874786377e-01 2.245253801345825195e+00 1.155686020851135254e+00
1.100000000000000000e+02 1.862345337867736816e-01 3.276847302913665771e-01 9.151676893234252930e-01 9.425622411072254181e-04 4.080650396645069122e-03 7.054232992231845856e-03 1.404301673173904419e-01 1.934001445770263672e+00 1.062870025634765625e+00 1.862345337867736816e-01 3.276847302913665771e-01 9.151676893234252930e-01 9.425622411072254181e-04 4.080650396645069122e-03 7.054232992231845856e-03 1.404301673173904419e-01 1.934001445770263672e+00 1.062870025634765625e+00
1.200000000000000000e+02 9.743863344192504883e-02 3.668726682662963867e-01 9.775401949882507324e-01 4.530134610831737518e-04 3.960513975471258163e-03 5.468774586915969849e-03 1.215420812368392944e-01 1.668724775314331055e+00 8.180452585220336914e-01 9.743863344192504883e-02 3.668726682662963867e-01 9.775401949882507324e-01 4.530134610831737518e-04 3.960513975471258163e-03 5.468774586915969849e-03 1.215420812368392944e-01 1.668724775314331055e+00 8.180452585220336914e-01
1.300000000000000000e+02 1.482149362564086914e-01 2.332355529069900513e-01 8.158507943153381348e-01 5.643278127536177635e-04 9.074711706489324570e-04 2.153017325326800346e-03 1.007304489612579346e-01 1.359709620475769043e+00 8.380392789840698242e-01 1.482149362564086914e-01 2.332355529069900513e-01 8.158507943153381348e-01 5.643278127536177635e-04 9.074711706489324570e-04 2.153017325326800346e-03 1.007304489612579346e-01 1.359709620475769043e+00 8.380392789840698242e-01
