# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.040143311023712158e-02 2.666097832843661308e-03 4.288561269640922546e-02 1.782445609569549561e-02 7.053776979446411133e-01 9.647223167121410370e-03 2.455822229385375977e-01 2.173609733581542969e-01 2.467288970947265625e+00 7.579447031021118164e-01 9.238455295562744141e-01 2.124394893646240234e+00 2.040143311023712158e-02 2.666097832843661308e-03 4.288561269640922546e-02 1.782445423305034637e-02 7.053776979446411133e-01 9.647223167121410370e-03 2.455822229385375977e-01 2.173609733581542969e-01 2.467288970947265625e+00 7.579447031021118164e-01 9.238455295562744141e-01 2.124394893646240234e+00
1.000000000000000000e+02 1.059373933821916580e-02 2.064871368929743767e-03 2.263526432216167450e-03 2.758674696087837219e-02 2.535257115960121155e-02 3.232267918065190315e-03 2.318143378943204880e-03 8.142956346273422241e-02 1.352120637893676758e+00 6.856470704078674316e-01 6.814457178115844727e-01 9.048039913177490234e-01 1.061079371720552444e-02 2.068077679723501205e-03 2.265559276565909386e-03 2.761540003120899200e-02 2.535257115960121155e-02 3.232267918065190315e-03 2.318143378943204880e-03 8.142956346273422241e-02 1.352120637893676758e+00 6.856470704078674316e-01 6.814457178115844727e-01 9.048039913177490234e-01
2.000000000000000000e+02 1.744249835610389709e-02 6.163425743579864502e-03 7.203828077763319016e-03 4.338401928544044495e-02 1.643331907689571381e-02 3.592698834836483002e-03 4.110288806259632111e-03 2.025899663567543030e-02 1.312458276748657227e+00 6.373810768127441406e-01 6.276442408561706543e-01 8.054775595664978027e-01 1.743074320256710052e-02 6.151895038783550262e-03 7.209868635982275009e-03 4.338639974594116211e-02 1.643331907689571381e-02 3.592698834836483002e-03 4.110288806259632111e-03 2.025899663567543030e-02 1.312458276748657227e+00 6.373810768127441406e-01 6.276442408561706543e-01 8.054775595664978027e-01
3.000000000000000000e+02 2.410996519029140472e-02 1.256946846842765808e-02 1.135661359876394272e-02 3.023320436477661133e-02 4.919096827507019043e-03 3.433130448684096336e-03 3.496474120765924454e-03 4.663684871047735214e-03 1.141029953956604004e+00 5.711833238601684570e-01 5.538195967674255371e-01 6.955971121788024902e-01 2.423253282904624939e-02 1.255384832620620728e-02 1.139473728835582733e-02 3.037446737289428711e-02 4.919096827507019043e-03 3.433130448684096336e-03 3.496474120765924454e-03 4.663684871047735214e-03 1.141029953956604004e+00 5.711833238601684570e-01 5.538195967674255371e-01 6.955971121788024902e-01
4.000000000000000000e+02 2.901444770395755768e-02 1.913223229348659515e-02 1.854967325925827026e-02 3.151476010680198669e-02 3.636923851445317268e-03 1.879093237221240997e-03 2.623608801513910294e-03 1.621954725123941898e-03 8.928303718566894531e-01 5.367813110351562500e-01 5.184398889541625977e-01 5.514657497406005859e-01 2.901632152497768402e-02 1.911653205752372742e-02 1.855293661355972290e-02 3.151368349790573120e-02 3.636923851445317268e-03 1.879093237221240997e-03 2.623608801513910294e-03 1.621954725123941898e-03 8.928303718566894531e-01 5.367813110351562500e-01 5.184398889541625977e-01 5.514657497406005859e-01
5.000000000000000000e+02 3.179860487580299377e-02 2.649829536676406860e-02 2.455641329288482666e-02 3.625675290822982788e-02 4.005779046565294266e-03 2.353326417505741119e-03 2.061781240627169609e-03 1.829739310778677464e-03 7.500864267349243164e-01 5.096171498298645020e-01 4.949600696563720703e-01 4.822302162647247314e-01 3.181327879428863525e-02 2.651191316545009613e-02 2.458614856004714966e-02 3.644244372844696045e-02 4.005779046565294266e-03 2.353326417505741119e-03 2.061781240627169609e-03 1.829739310778677464e-03 7.500864267349243164e-01 5.096171498298645020e-01 4.949600696563720703e-01 4.822302162647247314e-01
5.000000000000000000e+02 3.184204548597335815e-02 2.652037888765335083e-02 2.461842447519302368e-02 3.639601171016693115e-02 4.005779046565294266e-03 2.353326417505741119e-03 2.061781240627169609e-03 1.829739310778677464e-03 7.500864267349243164e-01 5.096171498298645020e-01 4.949600696563720703e-01 4.822302162647247314e-01 3.181327879428863525e-02 2.651191316545009613e-02 2.458614856004714966e-02 3.644244372844696045e-02 4.005779046565294266e-03 2.353326417505741119e-03 2.061781240627169609e-03 1.829739310778677464e-03 7.500864267349243164e-01 5.096171498298645020e-01 4.949600696563720703e-01 4.822302162647247314e-01
6.000000000000000000e+02 5.772279202938079834e-02 4.716166853904724121e-02 4.280055686831474304e-02 5.707490444183349609e-02 4.444566089659929276e-03 2.401102101430296898e-03 4.230122547596693039e-03 8.995436364784836769e-04 4.804745912551879883e-01 4.579189419746398926e-01 4.511570930480957031e-01 3.527121543884277344e-01 5.772279202938079834e-02 4.716166853904724121e-02 4.280055686831474304e-02 5.707490444183349609e-02 4.444566089659929276e-03 2.401102101430296898e-03 4.230122547596693039e-03 8.995436364784836769e-04 4.804745912551879883e-01 4.579189419746398926e-01 4.511570930480957031e-01 3.527121543884277344e-01
7.000000000000000000e+02 7.195799797773361206e-02 5.114670470356941223e-02 4.994619265198707581e-02 6.049718707799911499e-02 3.248238004744052887e-03 1.882366370409727097e-03 1.943663577549159527e-03 1.125041977502405643e-03 3.252773880958557129e-01 4.210622310638427734e-01 4.216934740543365479e-01 2.548857331275939941e-01 7.195799797773361206e-02 5.114670470356941223e-02 4.994619265198707581e-02 6.049718707799911499e-02 3.248238004744052887e-03 1.882366370409727097e-03 1.943663577549159527e-03 1.125041977502405643e-03 3.252773880958557129e-01 4.210622310638427734e-01 4.216934740543365479e-01 2.548857331275939941e-01
8.000000000000000000e+02 6.313502043485641479e-02 5.044188350439071655e-02 5.057075619697570801e-02 5.574591457843780518e-02 1.801490434445440769e-03 1.292008790187537670e-03 2.593083307147026062e-03 1.002534641884267330e-03 2.449470013380050659e-01 4.039209485054016113e-01 4.008747041225433350e-01 1.979976296424865723e-01 6.313502043485641479e-02 5.044188350439071655e-02 5.057075619697570801e-02 5.574591457843780518e-02 1.801490434445440769e-03 1.292008790187537670e-03 2.593083307147026062e-03 1.002534641884267330e-03 2.449470013380050659e-01 4.039209485054016113e-01 4.008747041225433350e-01 1.979976296424865723e-01
9.000000000000000000e+02 5.735003948211669922e-02 4.711123928427696228e-02 4.849035665392875671e-02 5.301260575652122498e-02 1.946207019500434399e-03 1.361590693704783916e-03 1.792996190488338470e-03 5.939850816503167152e-04 2.028138190507888794e-01 3.826595842838287354e-01 3.907210230827331543e-01 1.601306051015853882e-01 5.735003948211669922e-02 4.711123928427696228e-02 4.849035665392875671e-02 5.301260575652122498e-02 1.946207019500434399e-03 1.361590693704783916e-03 1.792996190488338470e-03 5.939850816503167152e-04 2.028138190507888794e-01 3.826595842838287354e-01 3.907210230827331543e-01 1.601306051015853882e-01
