# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.914590993896126747e-03 2.061159582808613777e-03 4.126526881009340286e-03 1.029339712113142014e-02 6.863051559776067734e-03 3.450655203778296709e-04 1.678541861474514008e-02 2.531934114813338965e-05 3.167223215103149414e+00 1.004949137568473816e-01 4.441118836402893066e-01 3.876118850708007812e+01 3.259246444702148438e+01 2.234223365783691406e+00 7.773764133453369141e+00 3.965070190429687500e+02 2.914590993896126747e-03 2.061159582808613777e-03 4.126527346670627594e-03 1.029339712113142014e-02 6.863051559776067734e-03 3.450655203778296709e-04 1.678541861474514008e-02 2.531934114813338965e-05 3.167223215103149414e+00 1.004949137568473816e-01 4.441118836402893066e-01 3.876118850708007812e+01 3.259246444702148438e+01 2.234223365783691406e+00 7.773764133453369141e+00 3.965070190429687500e+02
1.000000000000000000e+02 1.594014815054833889e-03 1.291002379730343819e-03 4.383088275790214539e-02 2.705487422645092010e-02 5.761720240116119385e-04 1.293165376409888268e-03 8.393550524488091469e-04 1.530076988274231553e-04 2.070529311895370483e-01 3.183413995429873466e-03 4.387449007481336594e-03 4.561482071876525879e-01 2.210033416748046875e+00 4.176587681286036968e-04 4.134439304471015930e-02 2.813197672367095947e-01 1.628594705834984779e-03 1.298616291023790836e-03 4.388923943042755127e-02 2.771071344614028931e-02 5.761720240116119385e-04 1.293165376409888268e-03 8.393550524488091469e-04 1.530076988274231553e-04 2.070529311895370483e-01 3.183413995429873466e-03 4.387449007481336594e-03 4.561482071876525879e-01 2.210033416748046875e+00 4.176587681286036968e-04 4.134439304471015930e-02 2.813197672367095947e-01
2.000000000000000000e+02 1.387032214552164078e-03 1.810925197787582874e-03 2.941212058067321777e-02 7.865645922720432281e-03 2.260743640363216400e-03 1.641915063373744488e-03 1.194561482407152653e-03 1.673767343163490295e-03 1.053503230214118958e-01 7.679736707359552383e-03 1.603156328201293945e-03 2.297618836164474487e-01 1.865158677101135254e+00 2.444036072120070457e-03 4.314761608839035034e-02 2.204777449369430542e-01 1.387788564898073673e-03 1.811939990147948265e-03 2.944125048816204071e-02 7.773494347929954529e-03 2.260743640363216400e-03 1.641915063373744488e-03 1.194561482407152653e-03 1.673767343163490295e-03 1.053503230214118958e-01 7.679736707359552383e-03 1.603156328201293945e-03 2.297618836164474487e-01 1.865158677101135254e+00 2.444036072120070457e-03 4.314761608839035034e-02 2.204777449369430542e-01
3.000000000000000000e+02 4.780391231179237366e-03 2.017192076891660690e-03 8.628058247268199921e-03 8.269270882010459900e-03 1.881122239865362644e-03 1.278696232475340366e-03 9.012803784571588039e-04 1.735467463731765747e-03 2.397659979760646820e-02 1.545689161866903305e-02 1.559267635457217693e-03 1.083472743630409241e-01 1.061033844947814941e+00 2.339314296841621399e-02 4.356319457292556763e-02 3.963618725538253784e-02 4.798298701643943787e-03 2.011819975450634956e-03 8.643958717584609985e-03 8.204323239624500275e-03 1.881122239865362644e-03 1.278696232475340366e-03 9.012803784571588039e-04 1.735467463731765747e-03 2.397659979760646820e-02 1.545689161866903305e-02 1.559267635457217693e-03 1.083472743630409241e-01 1.061033844947814941e+00 2.339314296841621399e-02 4.356319457292556763e-02 3.963618725538253784e-02
4.000000000000000000e+02 1.917897840030491352e-03 1.904775621369481087e-03 2.685702871531248093e-03 3.530346555635333061e-03 3.077359287999570370e-04 4.770900995936244726e-04 4.851832927670329809e-04 1.517252414487302303e-03 1.456836052238941193e-02 6.161325611174106598e-03 5.941438139416277409e-04 5.428943037986755371e-02 1.053716063499450684e+00 1.079350826330482960e-03 4.166577383875846863e-02 4.471091087907552719e-03 1.914833206683397293e-03 1.900271861813962460e-03 2.691153204068541527e-03 3.488109679892659187e-03 3.077359287999570370e-04 4.770900995936244726e-04 4.851832927670329809e-04 1.517252414487302303e-03 1.456836052238941193e-02 6.161325611174106598e-03 5.941438139416277409e-04 5.428943037986755371e-02 1.053716063499450684e+00 1.079350826330482960e-03 4.166577383875846863e-02 4.471091087907552719e-03
5.000000000000000000e+02 1.277088420465588570e-03 1.110704615712165833e-03 1.940151560120284557e-03 1.852255431003868580e-03 1.720535656204447150e-04 1.848958781920373440e-04 3.264450642745941877e-04 1.224976731464266777e-03 1.105292979627847672e-02 3.482369706034660339e-03 2.733358414843678474e-04 3.397972136735916138e-02 1.050358176231384277e+00 3.391026693861931562e-04 4.103513062000274658e-02 3.636775072664022446e-03 1.280914526432752609e-03 1.109108794480562210e-03 1.934542902745306492e-03 1.838327618315815926e-03 1.720535656204447150e-04 1.848958781920373440e-04 3.264450642745941877e-04 1.224976731464266777e-03 1.105292979627847672e-02 3.482369706034660339e-03 2.733358414843678474e-04 3.397972136735916138e-02 1.050358176231384277e+00 3.391026693861931562e-04 4.103513062000274658e-02 3.636775072664022446e-03
6.000000000000000000e+02 1.016250229440629482e-03 6.700058584101498127e-04 1.484945649281144142e-03 1.266915467567741871e-03 1.422548230038955808e-04 1.115303166443482041e-04 2.652186376508325338e-04 1.019423012621700764e-03 9.270496666431427002e-03 1.832598936744034290e-03 2.621393941808491945e-04 2.365569584071636200e-02 1.047253727912902832e+00 3.170488344039767981e-04 4.100214689970016479e-02 3.536925185471773148e-03 9.892451344057917595e-04 6.606438546441495419e-04 1.454468700103461742e-03 1.253075199201703072e-03 1.422548230038955808e-04 1.115303166443482041e-04 2.652186376508325338e-04 1.019423012621700764e-03 9.270496666431427002e-03 1.832598936744034290e-03 2.621393941808491945e-04 2.365569584071636200e-02 1.047253727912902832e+00 3.170488344039767981e-04 4.100214689970016479e-02 3.536925185471773148e-03
7.000000000000000000e+02 8.070091134868562222e-04 4.310233052819967270e-04 1.116518280468881130e-03 9.565233485773205757e-04 1.311394153162837029e-04 8.339870691997930408e-05 2.314290177309885621e-04 8.662146283313632011e-04 8.137015625834465027e-03 9.289082372561097145e-04 2.715727605391293764e-04 1.755201257765293121e-02 1.044555544853210449e+00 3.314315108582377434e-04 4.101425781846046448e-02 3.554032882675528526e-03 8.014562772586941719e-04 4.285440954845398664e-04 1.108428579755127430e-03 9.601620840840041637e-04 1.311394153162837029e-04 8.339870691997930408e-05 2.314290177309885621e-04 8.662146283313632011e-04 8.137015625834465027e-03 9.289082372561097145e-04 2.715727605391293764e-04 1.755201257765293121e-02 1.044555544853210449e+00 3.314315108582377434e-04 4.101425781846046448e-02 3.554032882675528526e-03
8.000000000000000000e+02 7.068989216350018978e-04 3.018919960595667362e-04 8.602394373156130314e-04 7.549896836280822754e-04 1.262514706468209624e-04 6.630121788475662470e-05 2.027696318691596389e-04 7.408573874272406101e-04 7.258512079715728760e-03 4.703116719610989094e-04 2.739877672865986824e-04 1.359229069203138351e-02 1.042344212532043457e+00 3.582874778658151627e-04 4.095764830708503723e-02 3.625747980549931526e-03 7.034199079498648643e-04 3.007303166668862104e-04 8.626481867395341396e-04 7.511546136811375618e-04 1.262514706468209624e-04 6.630121788475662470e-05 2.027696318691596389e-04 7.408573874272406101e-04 7.258512079715728760e-03 4.703116719610989094e-04 2.739877672865986824e-04 1.359229069203138351e-02 1.042344212532043457e+00 3.582874778658151627e-04 4.095764830708503723e-02 3.625747980549931526e-03
9.000000000000000000e+02 6.196654285304248333e-04 2.277445310028269887e-04 7.050782442092895508e-04 6.069635273888707161e-04 1.219150144606828690e-04 5.254223651718348265e-05 1.775660784915089607e-04 6.343162385746836662e-04 6.584782619029283524e-03 2.644971827976405621e-04 2.574470418039709330e-04 1.079212035983800888e-02 1.040414810180664062e+00 3.401147841941565275e-04 4.092032462358474731e-02 3.735923441126942635e-03 6.242990493774414062e-04 2.284239017171785235e-04 7.074536406435072422e-04 6.061106687411665916e-04 1.219150144606828690e-04 5.254223651718348265e-05 1.775660784915089607e-04 6.343162385746836662e-04 6.584782619029283524e-03 2.644971827976405621e-04 2.574470418039709330e-04 1.079212035983800888e-02 1.040414810180664062e+00 3.401147841941565275e-04 4.092032462358474731e-02 3.735923441126942635e-03
